id,sequencePath,length,composer,ensemble,composition,movement,id_cat,composer_cat,ensemble_cat,composition_cat,movement_cat
2119,train_data/2119.wav,4714162,Brahms,Accompanied Clarinet,Clarinet Sonata No 1 in F minor,4. Vivace,80,2,1,7,189
2417,train_data/2417.wav,3642097,Beethoven,Pairs Clarinet-Horn-Bassoon,Sextet in E-flat major for Winds,4. Rondo. Allegro,225,1,6,58,180
2581,train_data/2581.wav,5531690,Beethoven,Solo Piano,Piano Sonata No 22 in F major,1. tempo d un menuetto,301,1,12,30,37
2622,train_data/2622.wav,8115932,Beethoven,String Quartet,String Quartet No 7 in F major,2. Allegretto vivace e sempre scherzando,320,1,14,75,54
2620,train_data/2620.wav,2557911,Beethoven,Solo Piano,Piano Sonata No 6 in F major,3. Presto,318,1,12,41,138
2621,train_data/2621.wav,10378763,Beethoven,String Quartet,String Quartet No 7 in F major,1. Allegro,319,1,14,75,6
2586,train_data/2586.wav,6870414,Beethoven,Accompanied Cello,Cello Sonata No. 4 in C major,2. Adagio - Tempo d andante - Allegro vivace,303,1,0,3,40
2627,train_data/2627.wav,5168484,Beethoven,Accompanied Violin,Violin Sonata No 10 in G major,2. Adagio espressivo,322,1,2,87,46
2626,train_data/2626.wav,9503138,Beethoven,Accompanied Violin,Violin Sonata No 10 in G major,1. Allegro moderato,321,1,2,87,14
1918,train_data/1918.wav,5874429,Dvorak,String Quartet,String Quartet No 10 in E-flat major,3. Romanza,55,4,14,60,141
2180,train_data/2180.wav,4699116,Ravel,String Quartet,String Quartet in F,4. Vif et agite,105,8,14,78,188
2420,train_data/2420.wav,3787129,Beethoven,Accompanied Violin,Violin Sonata No 2 in A major,3. Allegro piacevole,226,1,2,88,114
2423,train_data/2423.wav,4763481,Beethoven,Solo Piano,Piano Sonata No 1 in F minor,2. Adagio,228,1,12,14,38
2588,train_data/2588.wav,8365872,Beethoven,Solo Piano,Piano Sonata No 12 in A-flat major,1. Andante con variazioni,304,1,12,17,24
2186,train_data/2186.wav,3430192,Bach,Solo Violin,Violin Partita No 3 in E major,1. Preludio,106,0,13,84,35
2422,train_data/2422.wav,3864869,Beethoven,Solo Piano,Piano Sonata No 1 in F minor,1. Allegro,227,1,12,14,6
2424,train_data/2424.wav,3244200,Beethoven,Solo Piano,Piano Sonata No 1 in F minor,3. Menuetto,229,1,12,14,128
2283,train_data/2283.wav,3073672,Bach,Violin and Harpsichord,Violin Sonata in B minor,2. Allegro,152,0,17,94,55
2366,train_data/2366.wav,15058652,Beethoven,String Quartet,String Quartet No 12 in E-flat major,"2. Adagio, ma non troppo e molto cantabile",196,1,14,62,50
2618,train_data/2618.wav,5826769,Beethoven,Solo Piano,Piano Sonata No 6 in F major,1. Allegro,316,1,12,41,6
2343,train_data/2343.wav,5326054,Beethoven,Solo Piano,Piano Sonata No 14 in C-sharp minor,1. Adagio sostenuto,186,1,12,19,2
2218,train_data/2218.wav,3199478,Bach,Solo Cello,Cello Suite 3,2. Allemande,127,0,10,4,60
2240,train_data/2240.wav,1481248,Bach,Solo Piano,"WTK I, No. 17: Prelude and Fugue in A-flat major",1. Prelude,144,0,12,102,34
1922,train_data/1922.wav,6432392,Dvorak,String Quartet,String Quartet No 10 in E-flat major,3. Romanza,57,4,14,60,141
2212,train_data/2212.wav,2768562,Bach,Solo Piano,"WTK I, No. 12: Prelude and Fugue in F minor",1. Prelude,122,0,12,97,34
2215,train_data/2215.wav,1862845,Bach,Solo Piano,"WTK I, No. 1: Prelude and Fugue in C major",2. Fugue,125,0,12,105,76
2214,train_data/2214.wav,1717395,Bach,Solo Piano,"WTK I, No. 2: Prelude and Fugue in C minor",1. Prelude,124,0,12,110,34
2336,train_data/2336.wav,3165205,Beethoven,Accompanied Violin,Violin Sonata No 8 in G major,3. Allegro vivace,183,1,2,92,115
2210,train_data/2210.wav,2853408,Bach,Solo Piano,"WTK I, No. 4: Prelude and Fugue in C-sharp minor",1. Prelude,120,0,12,112,34
2213,train_data/2213.wav,1855739,Bach,Solo Piano,"WTK I, No. 2: Prelude and Fugue in C minor",2. Fugue,123,0,12,110,76
2217,train_data/2217.wav,2980467,Bach,Solo Cello,Cello Suite 3,1. Prelude,126,0,10,4,34
2211,train_data/2211.wav,3795488,Bach,Solo Piano,"WTK I, No. 12: Prelude and Fugue in F minor",2. Fugue,121,0,12,97,76
2219,train_data/2219.wav,4175831,Bach,Solo Cello,Cello Suite 3,3. Courante,128,0,10,4,121
2335,train_data/2335.wav,6760072,Beethoven,Accompanied Violin,Violin Sonata No 8 in G major,"2. Tempo di minuetto, ma molto moderato e grazioso",182,1,2,92,102
2365,train_data/2365.wav,6437826,Beethoven,String Quartet,String Quartet No 12 in E-flat major,1. Maestoso - Allegro,195,1,14,62,29
1749,train_data/1749.wav,11141956,Schubert,Solo Piano,Piano Sonata in A minor,1. Moderato,9,9,12,46,32
2359,train_data/2359.wav,4876330,Beethoven,Solo Piano,Piano Sonata No 15 in D major,4. Rondo: Allegro ma non troppo,193,1,12,20,183
2358,train_data/2358.wav,2206825,Beethoven,Solo Piano,Piano Sonata No 15 in D major,3. Scherzo: Allegro vivace,192,1,12,20,155
2230,train_data/2230.wav,1353352,Bach,Solo Piano,"WTK I, No. 20: Prelude and Fugue in A minor",1. Prelude,137,0,12,106,34
2231,train_data/2231.wav,1850306,Bach,Solo Piano,"WTK I, No. 21: Prelude and Fugue in B-flat major",2. Fugue,138,0,12,107,76
2406,train_data/2406.wav,9792784,Beethoven,Solo Piano,Piano Sonata No 20 in A-flat major,3. Adagio ma non troppo,220,1,12,26,106
2241,train_data/2241.wav,3875318,Bach,Solo Violin,Violin Sonata No 1 in G minor,1. Adagio,145,0,13,86,0
2350,train_data/2350.wav,4419919,Beethoven,Solo Piano,Piano Sonata No 14 in C-sharp minor,1. Adagio sostenuto,190,1,12,19,2
2232,train_data/2232.wav,1257222,Bach,Solo Piano,"WTK I, No. 21: Prelude and Fugue in B-flat major",1. Prelude,139,0,12,107,34
2514,train_data/2514.wav,6495086,Beethoven,Solo Piano,Piano Sonata No 2 in A major,2. Largo appassionato,269,1,12,25,83
2105,train_data/2105.wav,4668669,Haydn,String Quartet,Quartet No 53 in D major,2. Adagio - Cantabile,72,6,14,55,39
2104,train_data/2104.wav,5947389,Haydn,String Quartet,Quartet No 53 in D major,1. Allegro moderato,71,6,14,55,14
2510,train_data/2510.wav,7233620,Beethoven,Solo Piano,Piano Sonata No 2 in A major,2. Largo appassionato,267,1,12,25,83
2633,train_data/2633.wav,3632066,Beethoven,Solo Piano,Piano Sonata No 10 in G major,3. Scherzo: Allegro assai,326,1,12,15,154
2432,train_data/2432.wav,3102094,Beethoven,String Quartet,String Quartet No 16 in F major,2. Vivace,231,1,14,68,103
2431,train_data/2431.wav,5124598,Beethoven,String Quartet,String Quartet No 16 in F major,1. Allegretto,230,1,14,68,5
2403,train_data/2403.wav,5730639,Beethoven,String Quartet,String Quartet No 1 in F Major,4. Allegro,217,1,14,59,161
2433,train_data/2433.wav,7383667,Beethoven,String Quartet,String Quartet No 16 in F major,"3. Lento assai, cantante e tranquillo",232,1,14,68,126
1807,train_data/1807.wav,7110740,Mozart,String Quartet,String Quartet No 14 in G major,3. Andante cantabile,37,7,14,65,117
2488,train_data/2488.wav,7060585,Beethoven,Solo Piano,Piano Sonata No 4 in E-flat major,4. Rondo: Poco allegretto e grazioso,254,1,12,39,186
2522,train_data/2522.wav,5823357,Beethoven,Accompanied Cello,Cello Sonata No. 3 in A major,2. Scherzo. Allegro molto,272,1,0,2,96
2632,train_data/2632.wav,5470250,Beethoven,Solo Piano,Piano Sonata No 10 in G major,2. Andante,325,1,12,15,61
2582,train_data/2582.wav,6375550,Beethoven,Solo Piano,Piano Sonata No 22 in F major,2. Allegretto - Piu allegro,302,1,12,30,52
2345,train_data/2345.wav,7088170,Beethoven,Solo Piano,Piano Sonata No 14 in C-sharp minor,3. Presto agitato,187,1,12,19,139
2228,train_data/2228.wav,1569437,Bach,Solo Piano,"WTK I, No. 6: Prelude and Fugue in D minor",1. Prelude,135,0,12,114,34
1817,train_data/1817.wav,4005721,Mozart,Pairs Clarinet-Horn-Bassoon,Serenade in E-flat major,2. Menuetto,41,7,6,57,87
2341,train_data/2341.wav,7374054,Beethoven,Accompanied Violin,Violin Sonata No 8 in G major,"2. Tempo di minuetto, ma molto moderato e grazioso",184,1,2,92,102
2227,train_data/2227.wav,2070988,Bach,Solo Piano,"WTK I, No. 6: Prelude and Fugue in D minor",2. Fugue,134,0,12,114,76
2131,train_data/2131.wav,4392752,Brahms,Wind and Strings Octet,Serenade No 1 in D Major,6. Rondo. Allegro,82,2,20,56,195
2224,train_data/2224.wav,1740800,Bach,Solo Piano,"WTK I, No. 7: Prelude and Fugue in E-flat major",2. Fugue,132,0,12,115,76
1811,train_data/1811.wav,7829630,Mozart,Clarinet Quintet,Clarinet Quintet in A major,2. Larghetto,38,7,3,6,79
2530,train_data/2530.wav,8992810,Beethoven,Solo Piano,Piano Sonata No 20 in C minor,1. Maestoso - Allegro con brio ed appassionato,277,1,12,27,30
1818,train_data/1818.wav,6519328,Mozart,Pairs Clarinet-Horn-Bassoon,Serenade in E-flat major,3. Adagio,42,7,6,57,104
2225,train_data/2225.wav,3418907,Bach,Solo Piano,"WTK I, No. 7: Prelude and Fugue in E-flat major",1. Prelude,133,0,12,115,34
2138,train_data/2138.wav,6878773,Brahms,String Quartet,String Quartet in C minor,2. Romanze: Poco adagio,83,2,14,77,93
2388,train_data/2388.wav,7578854,Beethoven,Solo Piano,Piano Sonata No 17 in D minor,1. Largo - Allegro,209,1,12,22,28
1758,train_data/1758.wav,7494427,Schubert,Solo Piano,Piano Sonata in C minor,2. Adagio,16,9,12,47,38
2221,train_data/2221.wav,3858600,Bach,Solo Cello,Cello Suite 3,5. Bouree,130,0,10,4,191
2501,train_data/2501.wav,5874835,Beethoven,Accompanied Violin,Violin Sonata No 3 in E-flat major,2. Adagio con molta espressione,260,1,2,89,44
1756,train_data/1756.wav,5943798,Schubert,Solo Piano,Piano Sonata in A minor,3. Allegro vivace,14,9,12,46,115
1757,train_data/1757.wav,11369744,Schubert,Solo Piano,Piano Sonata in C minor,1. Allegro,15,9,12,47,6
1752,train_data/1752.wav,5803364,Schubert,Solo Piano,Piano Sonata in A minor,4. Rondo. Allegro vivace,12,9,12,46,181
1755,train_data/1755.wav,3676787,Schubert,Solo Piano,Piano Sonata in A minor,2. Andante,13,9,12,46,61
1893,train_data/1893.wav,5213623,Mozart,Piano Trio,Piano Trio No 6 in G major,3. Allegretto,53,7,9,52,110
2478,train_data/2478.wav,5107880,Beethoven,Solo Piano,Piano Sonata No 3 in C major,4. Allegro assai,247,1,12,37,162
1751,train_data/1751.wav,7610619,Schubert,Solo Piano,Piano Sonata in A minor,3. Scherzo. Allegro vivace - Trio. Un poco piu lento,11,9,12,46,151
1750,train_data/1750.wav,12546717,Schubert,Solo Piano,Piano Sonata in A minor,2. Andante poco mosso,10,9,12,46,66
2629,train_data/2629.wav,8287295,Beethoven,Accompanied Violin,Violin Sonata No 10 in G major,4. Poco allegretto,324,1,2,87,175
1859,train_data/1859.wav,6284017,Mozart,String Quartet,String Quartet No 18 in A major,2. Menuetto and Trio,49,7,14,69,88
2482,train_data/2482.wav,9088523,Beethoven,String Quartet,String Quartet No 5 in A major,3. Andante cantabile (Theme with variations,250,1,14,73,118
2436,train_data/2436.wav,10950113,Beethoven,Solo Piano,Piano Sonata No 21 in C major,1. Allegro con brio,233,1,12,29,9
2346,train_data/2346.wav,5374538,Beethoven,Solo Piano,Piano Sonata No 14 in C-sharp minor,1. Adagio sostenuto,188,1,12,19,2
2238,train_data/2238.wav,960053,Bach,Solo Piano,"WTK I, No. 23: Prelude and Fugue in B major",1. Prelude,142,0,12,109,34
2376,train_data/2376.wav,9300846,Beethoven,String Quartet,String Quartet No 8 in E minor,1. Allegro,202,1,14,76,6
2533,train_data/2533.wav,17087426,Beethoven,Solo Piano,Piano Sonata No 20 in C minor,2. Arietta: Adagio,280,1,12,27,71
2239,train_data/2239.wav,1920523,Bach,Solo Piano,"WTK I, No. 17: Prelude and Fugue in A-flat major",2. Fugue,143,0,12,102,76
2377,train_data/2377.wav,12285493,Beethoven,String Quartet,String Quartet No 8 in E minor,2. Molto adagio,203,1,14,76,89
1805,train_data/1805.wav,5708487,Mozart,String Quartet,String Quartet No 14 in G major,1. Allegro vivace assai,36,7,14,65,20
2127,train_data/2127.wav,8298162,Brahms,Wind and Strings Octet,Serenade No 1 in D Major,2. Scherzo. Allegro non troppo,81,2,20,56,97
2334,train_data/2334.wav,6552347,Beethoven,Accompanied Violin,Violin Sonata No 8 in G major,1. Allegro assai,181,1,2,92,8
2082,train_data/2082.wav,5468996,Cambini,Wind Quintet,Wind Quintet No 3 in F Major,2. Larghetto sostenuto,69,3,19,120,81
1812,train_data/1812.wav,7457646,Mozart,Clarinet Quintet,Clarinet Quintet in A major,3. Menuetto,39,7,3,6,128
2081,train_data/2081.wav,4798590,Cambini,Wind Quintet,Wind Quintet No 3 in F Major,1. Allegro maestoso,68,3,19,120,13
2234,train_data/2234.wav,1024836,Bach,Solo Piano,"WTK I, No. 11: Prelude and Fugue in F major",1. Prelude,140,0,12,96,34
2080,train_data/2080.wav,3742407,Cambini,Wind Quintet,Wind Quintet No 2 in D Minor,3. Presto ma non tanto,67,3,19,119,140
2237,train_data/2237.wav,1747070,Bach,Solo Piano,"WTK I, No. 23: Prelude and Fugue in B major",2. Fugue,141,0,12,109,76
2371,train_data/2371.wav,3284324,Beethoven,Solo Piano,Piano Sonata No 9 in E major,2. Allegretto,198,1,12,44,51
2083,train_data/2083.wav,3920040,Cambini,Wind Quintet,Wind Quintet No 3 in F Major,3. Rondo Allegro con brio,70,3,19,120,144
1768,train_data/1768.wav,4653976,Schubert,Solo Piano,Piano Sonata in A major,2. Andante,23,9,12,45,61
1763,train_data/1763.wav,9605120,Schubert,Solo Piano,4 Impromptus,1. Impromptu in F minor,19,9,12,0,27
1760,train_data/1760.wav,10489104,Schubert,Solo Piano,Piano Sonata in C minor,4. Allegro,18,9,12,47,161
2532,train_data/2532.wav,8774636,Beethoven,Solo Piano,Piano Sonata No 20 in C minor,1. Maestoso - Allegro con brio ed appassionato,279,1,12,27,30
1766,train_data/1766.wav,6837813,Schubert,Solo Piano,4 Impromptus,4. Impromptu in F minor,22,9,12,0,171
2531,train_data/2531.wav,15873672,Beethoven,Solo Piano,Piano Sonata No 20 in C minor,2. Arietta: Adagio,278,1,12,27,71
2209,train_data/2209.wav,2572539,Bach,Solo Piano,"WTK I, No. 4: Prelude and Fugue in C-sharp minor",2. Fugue,119,0,12,112,76
1765,train_data/1765.wav,10825561,Schubert,Solo Piano,4 Impromptus,3. Impromptu in B-flat major,21,9,12,0,124
1764,train_data/1764.wav,7012102,Schubert,Solo Piano,4 Impromptus,2. Impromptu in A-flat major,20,9,12,0,77
